Product name,Product number,Product price,Product description,Product url
"60-250 10"" Open Base",60-250,$231.80,"10"" SS Open Base Cleat.  Includes urethane washers for isolation when attaching to spars.  Maximum line size 3/4"" (19mm), Length 10"" (254mm), Height 2.5"" (63mm), Fastener size 3/8"" FH, Fastener center/center 2.5"" (63mm), Weight 2.3 lb (1.04kg)",https://hardware.schaefermarine.com/collections/deck-hardware/products/60-250-10-open-base-cleat
Shackle Guard,45-50R,$11.00,"Shackle Guard is made from high strength urethane. 3"" (76mm) outside diameter, 1/2"" (13mm) inside diameter, 5/8"" (16mm) thickness, 4 oz (113g) weight.",https://hardware.schaefermarine.com/collections/deck-hardware/products/shackle-guard-45-50r
"24"" Stanchion Tube (Double)",36-18,$205.65,"Double lifeline stanchion is 24"" tall and accepts up to 5/16"" (8mm) diameter coated wire.  Works with Schaefer base 36-01.  L 24"" (610 mm), W 1"" (25 mm), T 1/16"" (1.5 mm), Weight 1 lb. 3 oz. (539 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/24-stanchion-tube-double-36-18
Removable Eye Deck Plate only,78-81,$187.50,"Deck Plate Only, L 3"" (76 mm), W 3"" (76 mm), Fasteners (4), 1/4"" FH (6 mm), C/C A 2"" (51 mm), C/C B 2"" (51 mm), ---, Weight 6 oz. (17 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/removable-eye-deck-plate-only-78-81
Eye Strap Stamped,78-38,$20.00,"Eye Width 11/16"" (17 mm), Eye Height 7/8"" (22 mm), L 2-7/16"" (62 mm), W 5/8"" (16 mm), Fasteners (2), #10 RH (6 mm), C/C 1-13/16"" (46 mm), SWL 400 lbs. (181 kg), Weight .5 oz. (14 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/eye-strap-stamped-78-38
"26"" Stanchion Tube (Single)",36-07,$182.10,"Single lifeline stanchion is 26"" tall and accepts up to 5/16"" (8mm) diameter coated wire.  Works with Schaefer base 36-01.  L 26"" (660 mm), W 1"" (25 mm), T 1/16"" (1.5 mm), Weight 1 lb. 6 oz. (624 g).    Base not included with Stanchion.",https://hardware.schaefermarine.com/collections/deck-hardware/products/26-stanchion-tube-single-36-07
Eye Strap Stamped,78-33,$11.95,"Eye Width 9/16"" (14 mm), Eye Height 7/16 (11 mm), L 3-1/8"" (79 mm), W 3/8"" (10 mm), Fasteners (4), #10 RH (5 mm), C/C 2-11/16"" (67 mm), SWL 400 lbs. (181 kg), Weight .5 oz. (14 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/eye-strap-stamped-78-33
Stanchion Ring (Double),36-04,$68.40,"Enables a second lifeline to be run on existing 1"" stanchions.  Accepts up to 5/16"" diameter coated wire.  Locks in place with integral set screw.  L 1-5/8"" (41 mm), W 1"" (25 mm), Weight 2 oz. (57 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/stanchion-ring-double-36-04
Shackle Guard -,45-50G,$11.00,"Shackle Guard is made from high strength urethane.   3"" (76mm) outside diameter, 1/2"" (13mm) inside diameter, 5/8"" (16mm) thickness, 4 oz (113g) weight.",https://hardware.schaefermarine.com/collections/deck-hardware/products/shackle-guard-45-50g
"Stainless 1-1/2"" T-Track Slider - Eye",73-52,$373.25,"Track Size 1-1/2"" x 1/4"" (38 mm x 6 mm), Boat Size Up To LOA, Displ., Sail Area 48', 30000 lbs., 900 sq. ft. (13.6 m, 13636 kg, 83.6 m2), Length 6"" (152 mm), Width 1-27/32"" (47 mm), Height 1-27/32"" (47 mm), Eye 2-3/16"" (56 mm), Eye 7/8"" (22 mm), SWL 5000 lbs. (2270 kg), Weight 14 oz. (411 g).   This slide does not include a liner.",https://hardware.schaefermarine.com/collections/deck-hardware/products/stainless-1-1-2-t-track-slider-eye-slide
Narrow Saddle Eye Strap,78-56,$31.70,"Eye Width 7/8"" (22 mm), Eye Height 7/8"" (22 mm), L 2-13/16"" (71 mm), W 9/32"" (7 mm), Fasteners (2), 5/16"" RH (8 mm), C/C 2-1/8"" (54 mm), SWL 1500 lbs. (682 kg), Weight 1 oz. (28 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/narrow-saddle-eye-strap-78-56
"26"" Stanchion Tube",36-17,$218.75,"Double lifeline stanchion is 26"" tall and accepts up to 5/16"" (8mm) diameter coated wire.  Works with Schaefer base 36-01.  L 26"" (660 mm), W 1"" (25 mm), T 1/16"" (1.5 mm), Weight 1 lb. 6 oz. (624 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/26-stanchion-tube-double
"24"" Stanchion Tube (Single)",36-08,$166.10,"Single lifeline stanchion is 24"" tall and accepts up to 5/16"" (8mm) diameter coated wire.  Works with Schaefer base 36-01.  L 24"" (610 mm), W 1"" (25 mm), T 1/16"" (1.5 mm), Weight 1 lb. 3 oz. (539 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/24-stanchion-tube-single-36-08
"T-Track Endstop for 1-1/4"" Track Black",74-36,$9.45,"1 1/4"" Black Endstop",https://hardware.schaefermarine.com/collections/genoa/products/t-track-endstop-for-1-1-4-track-black-74-36
Lifting Ring/ Strap Base,78-22,$95.85,"Eye Width 1-3/8"" (35 mm), Eye Height 1-3/8"" (35 mm), Eye Stock 5/16"" (8 mm), L 3-1/2"" (92 mm), W 3/4"" (19 mm), Fasteners (4), #10 FH (5 mm), C/C A 2-3/4"" (48 mm), C/C B 11/16"" (19 mm), SWL 1000 lbs. (450 kg), Weight 4 oz. (113 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/lifting-ring-strap-base-78-22
Gate Brace (Single),36-09,$234.90,"SS Gate brace mounts 20-7/8"" (530mm) high on stanchion with a welded base canted 60 degrees to offer additional support at gate openings.  L 20-7/8"" (530 mm), W 1"" (25 mm), T 3/8"" (10 mm), Weight 12 oz. (340 g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/gate-brace-single-36-09
"T-Track Endstop for 1"" Track Black",74-35,$9.45,"1"" Black Endstop",https://hardware.schaefermarine.com/collections/genoa/products/t-track-endstop-for-1-track-black-74-35
"Stainless 1"" T-Track Slider - Eye Slide/ Spring/ Lined",17-59,$146.95,"17-59 Pin Stop slide with eye allows a variety of options on your 1"" T-Track.   Track Size 1"" x 1/8"" (25 mm x 3 mm), Boat Size Up To LOA, Displ., Sail Area 27', 5000 lbs., 315 sq. ft (8 m, 2270 kg, 29 m2), L 3"" (76 mm), W 1-3/8"" (35 mm), H 1-3/32"" (28 mm), Eye 9/16"" (14 mm), Eye 9/16"" (14 mm), SWL 750 lbs. (340 kg), Weight 3.2 oz. (91 g)",https://hardware.schaefermarine.com/collections/genoa/products/stainless-1-t-track-slider-eye-slide-spring-lined-17-59
T-Track,74-34,$9.45,"3/4 "" Black Endstop",https://hardware.schaefermarine.com/collections/genoa/products/t-track-endstop
"1"" Track 2' Long Silver",40-62-C,$74.70,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Track Type: Silver, Length 2' (.6m), Fastener Size 1/4"" FH (6mm), Fastener Spacing 4"" (102 mm), Stop Pin. Dia. 1/4"" (6 mm), Weight Foot 4.3 oz. (122 g), Works with these End Stops 74-35-G",https://hardware.schaefermarine.com/collections/genoa/products/1-track-2-long-silver-40-62-c
Anchor Hanger for Danforth Style,AH-100,$112.35,"Pulpit Mount Anchor Hanger. Works with Danforth Style Fluke Anchors from 8 lbs to 22 lbs with Stock diameters of 1/2"" (12mm) to 3/4"" (19mm). 316 Highly Polished Stainless Steel.  Easy clamp on installation to 1"" tubing includes vinyl liner to protect finish.   Weight 13 oz (369g)",https://hardware.schaefermarine.com/collections/deck-hardware/products/anchor-hanger-for-danforth-style-anchors
"T-Track Endstop for 1"" Track Grey",74-35-G,$9.45,"1"" Grey Endstop",https://hardware.schaefermarine.com/collections/genoa/products/t-track-endstop-for-1-track-grey-74-35-g
"3/4"" T-Track x 2'",40-32,$61.15,"Track Size 3/4"" x 1/8"" (19 mm x 3 mm), Track Type: Black, Length 2' (.6m), Fastener Size #10 FH (5mm), Fastener Spacing 3"" (76 mm), Stop Pin. Dia. 3/16"" (5 mm), Weight Foot 2.9 oz. (84 g), Works with these End Stops 74-34",https://hardware.schaefermarine.com/collections/genoa/products/3-4-t-track-x-2-40-32
"T-Track Endstop for 1-1/4"" Track Grey",74-36-G,$9.45,"1 1/4"" Grey Endstop",https://hardware.schaefermarine.com/collections/genoa/products/t-track-endstop-for-1-1-4-track-grey-74-36-g
NEW! Opening Pre-Feeder,45-06,$87.11,New Forged aluminum opening pre-feeder.  Works with #5 and #6 luff tapes.  Allows quick engagement of your luff tape at anytime.,https://hardware.schaefermarine.com/collections/genoa/products/new-opening-pre-feeder-45-06
Stainless T-Track Slider - Eye Slide/ Screw Pin,72-46,$126.40,"Track Size 3/4"" x 1/8"" (19 mm x 3 mm), Boat Size Up To LOA, Displ., Sail Area 20', 2000 lbs. 225 sq. ft. (6 m, 910 kg, 21 m2), L 2-1/2"" (63 mm), W 7/8"" (22 mm), H 1-3/32"" (28 mm), Eye 9/16"" (14 mm), Eye 9/16"" (14 mm), SWL 750 lbs. (340 kg), Weight 2.5 oz. (71 g)",https://hardware.schaefermarine.com/collections/genoa/products/stainless-t-track-slider-eye-slide-screw-pin-72-46
"1-1/4"" Track 4' Long Silver",40-74-C,$160.25,"Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Track Type: Silver, Length 4' (1.2m), Fastener Size 5/16"" FH (8mm), Fastener Spacing 4"" (102mm), Stop Pin. Dia. 3/8"" (10mm), Weight Foot 6.8 oz. (193g), Works with these End Stops 74-36-G",https://hardware.schaefermarine.com/collections/genoa/products/1-1-4-track-4-long-silver-40-74-c
"1"" Track 4' Long Black",40-64,$133.50,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Length 4' (1.2m), Fastener Size 1/4"" FH (6mm), Fastener Spacing 4"" (102 mm), Stop Pin. Dia. 1/4"" (6 mm), Weight Foot 4.3 oz. (122 g), Works with these End Stops 74-35",https://hardware.schaefermarine.com/collections/genoa/products/1-track-4-long-black-40-64
"3/4"" Track x 6'",40-36,$167.65,"Track Size 3/4"" x 1/8"" (19 mm x 3 mm), Track Type: Black, Length 6' (1.8m), Fastener Size #10 FH (5mm), Fastener Spacing 3"" (76 mm), Stop Pin. Dia. 3/16"" (5 mm), Weight Foot 2.9 oz. (84 g), Works with these End Stops 74-34",https://hardware.schaefermarine.com/collections/genoa/products/3-4-track-x-6-40-36
"1"" Track 2' Long Black",40-62,$74.70,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Track Type: Black, Length 2' (.6m), Fastener Size 1/4"" FH (6mm), Fastener Spacing 4"" (102 mm), Stop Pin. Dia. 1/4"" (6 mm), Weight Foot 4.3 oz. (122 g), Works with these End Stops 74-35",https://hardware.schaefermarine.com/collections/genoa/products/1-track-2-long-black-40-62
"1"" Track 4' Long Silver",40-64-C,$133.50,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Track Type: Silver, Length 4' (1.2m), Fastener Size 1/4"" FH (6mm), Fastener Spacing 4"" (102 mm), Stop Pin. Dia. 1/4"" (6 mm), Weight Foot 4.3 oz. (122 g), Works with these End Stops 74-35-G",https://hardware.schaefermarine.com/collections/genoa/products/1-track-4-long-silver-40-64-c
"1"" Track 6' Long Black",40-66,$200.75,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Track Type: Black, Length 6' (1.8m), Fastener Size 1/4"" FH (6mm), Fastener Spacing 4"" (102 mm), Stop Pin. Dia. 1/4"" (6 mm), Weight Foot 4.3 oz. (122 g), Works with these End Stops 74-35",https://hardware.schaefermarine.com/collections/genoa/products/1-track-6-long-black-40-66
"Stainless 1"" T-Track Slider - Adj. Stop/ Screw Pin",74-48,$118.80,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Boat Size Up To LOA, Displ., Sail Area 27', 5000 lbs., 315 sq. ft (8 m, 2270 kg, 29 m2), L 1"" (25 mm), W 1-1/4"" (31 mm), H 11/32"" (9 mm), ---, ---, ---, Weight 1.5 oz. (42 g)",https://hardware.schaefermarine.com/collections/genoa/products/stainless-1-t-track-slider-adj-stop-screw-pin-74-48
"3/4"" Track x 4'",40-34,$111.90,"Track Size 3/4"" x 1/8"" (19 mm x 3 mm), Track Type: Black, Length 4' (1.2m), Fastener Size #10 FH (5mm), Fastener Spacing 3"" (76 mm), Stop Pin. Dia. 3/16"" (5 mm), Weight Foot 2.9 oz. (84 g), Works with these End Stops 74-34",https://hardware.schaefermarine.com/collections/genoa/products/3-4-track-x-4-40-34
NEW! Grand Prix Opening Pre-Feeder,45-07,$389.30,Fully Machined Opening Pre-Feeder.  Adjustable to work with #5-#8 Luff Tapes.  Hardcoat anodized finish for durability.,https://hardware.schaefermarine.com/collections/genoa/products/new-grand-prix-opening-pre-feeder-45-07
"Stainless 1-1/4"" T-Track Slider - Eye Slide/Lined",72-49,$170.40,"1-1/4 T-Track Stainless Steel slider.   Includes Polyethylene liners to allow for easy adjustment.   Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Boat Size Up To LOA, Displ., Sail Area 38', 12000 lbs., 520 sq. ft. (10 m, 5455 kg, 48 m2), L 4"" (102 mm), W 1-11/16"" (43 mm), H 1-3/4"" (45 mm), Eye 1"" (25 mm), Eye29/32"" (23 mm), SWL 2500 lbs. (1134 kg), Weight 7.5 oz (213 g)",https://hardware.schaefermarine.com/collections/genoa/products/stainless-1-1-4-t-track-slider-eye-slide-lined-72-49
"Stainless 1-1/4"" T-Track Slider - Adj. Stop/ Screw Pin",74-51,$168.75,"Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Boat Size Up To LOA, Displ., Sail Area 33', 12000 lbs., 520 sq. ft. (10 m, 5455 kg, 48 m2), L 1-1/2 (38 mm), W 1-9/16"" (39 mm), H 15/32"" (12 mm), ---, ---, ---, Weight 2.5 oz. (71 g)",https://hardware.schaefermarine.com/collections/genoa/products/stainless-1-1-4-t-track-slider-adj-stop-screw-pin-74-51
"1-1/4"" Track x 4' Black Anodized",40-74,$160.25,"Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Track Type: Race, Length 4' (1.2m), Fastener Size 5/16"" FH (8mm), Fastener Spacing 4"" (102mm), Stop Pin. Dia. 3/8"" (10mm), Weight Foot 6.8 oz. (193g), Works with these End Stops 74-36",https://hardware.schaefermarine.com/collections/genoa/products/1-1-4-track-x-4-black-anodized-40-74
"1-1/4"" Track x 2' Black anodized",40-72,$83.65,"Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Track Type: Race, Length 2' (.6m), Fastener Size 5/16"" FH (8mm), Fastener Spacing 4"" (102mm), Stop Pin. Dia. 3/8"" (10mm), Weight Foot 6.8 oz. (193g), Works with these End Stops 74-36",https://hardware.schaefermarine.com/collections/genoa/products/1-1-4-track-x-2-black-anodized-40-72
"1"" T-Track 8' long silver",40-68,$267.95,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Track Type: Silver, Length 8' (2.4m), Fastener Size 1/4"" FH (6mm), Fastener Spacing 4"" (102 mm), Stop Pin. Dia. 1/4"" (6 mm), Weight Foot 4.3 oz. (122 g), Works with these End Stops 74-35-G",https://hardware.schaefermarine.com/collections/genoa/products/1-t-track-8-long-silver-40-68-c
"1-1/4"" Track 2' Long Silver",40-72-C,$83.65,"Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Track Type: Silver, Length 2' (.6m), Fastener Size 5/16"" FH (8mm), Fastener Spacing 4"" (102mm), Stop Pin. Dia. 3/8"" (10mm), Weight Foot 6.8 oz. (193g), Works with these End Stops 74-36-G",https://hardware.schaefermarine.com/collections/genoa/products/1-1-4-track-2-long-silver-40-72-c
"1"" Track x 6' Clear Anodized",40-66-C,$200.75,"Track Size 1"" x 1/8"" (25 mm x 3 mm), Track Type: Silver, Length 6' (1.8m), Fastener Size 1/4"" FH (6mm), Fastener Spacing 4"" (102 mm), Stop Pin. Dia. 1/4"" (6 mm), Weight Foot 4.3 oz. (122 g), Works with these End Stops 74-35-G",https://hardware.schaefermarine.com/collections/genoa/products/1-track-x-6-clear-anodized-40-66-c
Genoa Prefeeder,76-30,$67.10,"Const. Stainless Steel, Max Luff Tape #5-#8 Luff tape 5/32""-1/4"" (4 mm-7 mm), Length 2-1/8"" (54 mm), Width 2-1/8"" (54 mm), Thickness 5/16"" (8 mm), Weight 2 oz. (57 g)",https://hardware.schaefermarine.com/collections/genoa/products/genoa-prefeeder-76-30
"1-1/4"" Track 6' Long Black",40-76,$242.90,"Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Track Type: Race, Length 6' (1.8m), Fastener Size 5/16"" FH (8mm), Fastener Spacing 4"" (102mm), Stop Pin. Dia. 3/8"" (10mm), Weight Foot 6.8 oz. (193g), Works with these End Stops 74-36",https://hardware.schaefermarine.com/collections/genoa/products/1-1-4-track-6-long-black-40-76
"3/4"" Track T-Track",40-38,$223.60,"Track Size 3/4"" x 1/8"" (19 mm x 3 mm), Track Type: Black, Length 8' (2.4m), Fastener Size #10 FH (5mm), Fastener Spacing 3"" (76 mm), Stop Pin. Dia. 3/16"" (5 mm), Weight Foot 2.9 oz. (84 g), Works with these End Stops 74-34",https://hardware.schaefermarine.com/collections/genoa/products/3-4-track-t-track-40-38
Mainsail Prefeeder,1205-11,$129.65,"Manufactured from S.S. & Bronze, Max Luff Tape 1/4""-1/2"" Bolt Rope (6 mm-13 mm), L 2-5/16"" (59 mm), Width 2"" (51 mm), Thickness 2"" (51 mm), Weight 4 oz. (113 g).  Slide Circumference 3/8"" (10mm)",https://hardware.schaefermarine.com/collections/genoa/products/mainsail-prefeeder-1205-11
Stainless T-Track Slider - Adj. Stop/ Screw Pin,74-46,$102.20,"Track Size 3/4"" x 1/8"" (19 mm x 3 mm), Boat Size Up To LOA, Displ., Sail Area 20', 2000 lbs. 225 sq. ft. (6 m, 910 kg, 21 m2), L 1"" (25 mm), W 1-3/32"" (28 mm), H 11/32"" (9 mm), ---, ---, ---, Weight 1 oz. (28 g)",https://hardware.schaefermarine.com/collections/genoa/products/stainless-t-track-slider-adj-stop-screw-pin-74-46
"1-1/2"" Track 12' Long Black #41-12 Free Shipping Not",41-12,$692.75,"Track Size 1-1/2"" x 1/4"" (38 mm x 6 mm), Track Type: Black, Length 12', Fastener Size 3/8"" (10mm), Fastener Spacing 4"" (102mm), Stop Pin. Dia. 7/16"" (11mm), Weight Foot 10.4oz. (295g), Works with these End Stops 74-39",https://hardware.schaefermarine.com/collections/genoa/products/1-1-2-track-12-long-black-41-12-free-shipping-not-available
"10-92-UC Spring Loaded/Lined Slide for 1-1/4""",10-92-UC,$964.05,"10-92-UC Stand up spring block for 1-1/4"" T-Track.  Universal Circuit ""UC"" Aluminum Ball Bearing Sheave with a Nomex/Teflon bearing.   Stainless Steel cheeks and stainless steel slider ensure reliability. Polyethylene liner and pin stop allow for easy adjustment. Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Boat Size Up To LOA 45', (11.5 m), Sheave Dia. 3-1/4"" (83 mm), Max Line 5/8"" (16 mm), L 4"" (102 mm), W 1-9/16"" (39 mm), H 6-3/32"" (155 mm), Bearing Height 3-1/8"" (80 mm), SWL 3750 lbs. (1700 kg), Weight 1 lb. 14 oz.  (850 g)",https://hardware.schaefermarine.com/collections/genoa/products/10-92-uc-spring-loaded-lined-slide-for-1-1-4-t-track
"T-Track Endstop for 1-1/2"" track",74-39,$102.35,"1 1/2"" Endstop",https://hardware.schaefermarine.com/collections/genoa/products/t-track-endstop-for-1-1-2-track-74-39
"1-1/4"" Track 6' Long Silver",40-76-C,$242.90,"Track Size 1-1/4"" x 3/16"" (32 mm x 5 mm), Track Type: Silver, Length 6' (1.8m), Fastener Size 5/16"" FH (8mm), Fastener Spacing 4"" (102mm), Stop Pin. Dia. 3/8"" (10mm), Weight Foot 6.8 oz. (193g), Works with these End Stops 74-36-G",https://hardware.schaefermarine.com/collections/genoa/products/1-1-4-track-6-long-silver-40-76-c
"Twin Sheet Lead Block 1-1/2"" T-Track",32-89,"$1,841.15","Our 1-1/2"" Twin Sheet Lead Block features a stainless steel body and slider for incredible strength and great looks.  The 3-1/2"" Aluminum sheave runs on our Nomex(tm)/ Teflon(tm) bearing for strength and low friction .  The Stainless Steel screw pin securely locks the car in place.  For most boats to 60'(18.3m).  Max line (2) 7/8"" (22mm), Length 6-3/4"" (171mm), Width 1-15/16""(49mm), Height 6-7/32"" (166mm), Bearing Height 3-13/32""(87mm), SWL 10,000 lbs, (4545kg), Weight 5lbs 4oz. (2.83kg).  Use on Schaefer T Track.",https://hardware.schaefermarine.com/collections/genoa/products/twin-sheet-lead-block-1-1-2-t-track-32-89
Track End,74-90,$33.15,"L=3/4” (19mm) , W=2” (51mm), H=1--7/16” (37mm), Weight= 2oz. (57g) Fits Schaefer 1 1/8"" Traveler Track from 1988 - Present",https://hardware.schaefermarine.com/collections/mainsail/products/track-end-74-90
Track End,74-91,$56.55,"Length =1-7/8” (48mm) , Width =2-9/16” (65mm), Height =1-13/16” (46mm), Weight= 4oz. (113g) Fits 1 1/2"" Schaefer Traveler Track from 1988 - Present",https://hardware.schaefermarine.com/collections/mainsail/products/track-end-74-91
Small Reefing/ Cunningham Hook,76-45,$46.50,"Our 76-45 is manufactured from formed Stainless Steel with high strength welded eyes and long stems for secure insertion into sail grommets.  Perfect for moast boats up to 30' (9.1 m), Rod 1/4"" (6 mm), Eye Dia. 7/16"" (11 mm), Dia. 2-5/8"" (67 mm), Width 1-13/16"" (46 mm), Weight 2 oz. (58 g)",https://hardware.schaefermarine.com/collections/mainsail/products/small-reefing-cunningham-hook-76-45
